Smiles,MMGBSA dG Bind
CC(F)(F)C=1C=CC=C(N1)C(=O)O,-4.55
O=C(O)C=1C=CC=2COCCC2C1,-19.99
CC1=NC=2CCCCC2N1,-29.01
NC1=CNN=C1C2=NC=CS2,-21.6
O=C(O)C1CC2(C1)CCCCC2,-22.43
O=C(O)C1CC2(C1)CCOCC2,-21.94
CNC=1C=C(NN1)C(C)C,-24.86
COCC1(C)CNCCO1,-24.12
CC1CNCC2(CCOCC2)O1,-27.1
CCC1CNCC2(CCCOC2)O1,-29.31
CN1C=CC(=N1)C(N)C=2C=CC(Cl)=CC2,-35.48
CC1CNC=2C=CC=CC2N(C)C1=O,-34.49
FC(F)(F)C1=CN2C=CC=NC2=N1,-24.06
CCN1C=CN=C1C(N)C2CCOCC2,-32.21
CS(=O)CC1=C(OC=2C=CC=CC12)C(=O)O,-24.64
CC(C)N1N=C2CCCC2=C1N,-27.18
CCN1N=CC2=C1CCCC2N,-30.54
CN1C=C(N)C(=N1)C(=O)NC2CCC2,-26.6
CC1=CSC(=N1)C2COCCN2,-33.45
CC(C)C=1N=CC=C(O)N1,-23.88
OC=1C=CN=C(N1)C2CC2,-27.39
NC1CC(C1)C=2C=CC=CC2F,-31.82
CC1=CSC(CC=2C=CC=CN2)=N1,-35.88
CC(N)C1=NC(=NO1)C=2C=CC(F)=CC2,-34.42
O=C(C=1C=CC(Cl)=CC1F)N2CCNCC2,-37.2
CC1=NSC(C)=C1C(=O)O,-13.57
CC1=NC=2C(=CC=CC2O1)C(=O)O,-19.84
CC1(C)CCCCC1C(=O)O,-20.19
CC=1C=C(CC(=O)O)SN1,-16.99
CS(=O)C=1C=CC=CC1CC(=O)O,-11.72
CC1(CCCNC1=O)C(=O)O,-4.82
CC(C)C=1SC=NC1C(=O)O,-12.82
CC1=NC2=C(CCCC2C(=O)O)S1,-29.32
O=C(O)CC1CCCCNC1=O,-27.91
O=C(O)C1CCC=2NN=CC2C1,-18.93
O=C(O)CC=1C=CC=2NC(=O)NC2C1,-14.26
O=C(O)CC1CCCCC(=O)N1,-21.05
CC1CCN2N=CC(C(=O)O)=C2C1,-21.45
O=C(O)C1=CC=C(O1)C(F)F,-7.7
C1=NC(=CN1)CC=2C=CC=CC2,-35.8
OCC1(CCNCC1)C=2C=CC=CC2,-32.13
C1=NN=C(CC=2C=CC=CC2)N1,-36.91
CC1CC=2N=CNC2CC1C,-27.96
OC1CCCNC=2C=CC(F)=CC21,-37.62
OCC1(CCNC1)C=2C=CC=CC2,-36.94
C1NCC1C2CCOCC2,-24.51
COC1=CC=2CCNCC2C=C1F,-27.64
C1=CNC(=N1)C2CCOCC2,-27.34
O=S1(=O)CCC2=CNC=C21,-17.39
OC(C1=NC=CN1)C2CCCCC2,-32.32
NC1=NC(=NS1)C(F)(F)F,-20.9
CC1=NSC(N)=C1C(N)=O,-22.44
CN1C=C(N)C(=N1)C=2C=CC=CC2,-31.92
CN1C=C(C(N)=O)C(=N1)C(F)F,-25.07
NC1=NC(C(=O)N1)C=2C=CC=CC2,-27.28
CN1N=C(N)C=C1OC(F)F,-21.37
CN1N=C(C=C1OC(F)F)C(N)=O,-23.3
COC=1C=CC=C2C1N=C(N)N2C,-29.47
CN1N=C(N=C1N)C(F)(F)F,-21.42
CC1=NC(O)=C(C)C(C)=N1,-22.39
O=C1C=C(NC(=O)N1)C2CC2,-17.1
OCC1=NN=C(S1)C2CC2,-27.66
CCC(C)N1C=C(Cl)C(=N1)C(=O)O,-21.39
O=C(O)CN1N=C(C=2CCCC21)C(F)F,-18.26
NC1CCC=2C=CC(F)=CC21,-27.61
NC1=CC=NN1CC=2C=CC=CC2F,-34.09
CN1C(CCN)=NC=2C=CC(F)=CC21,-30.16
NC1CC(C1)C=2C=CC(F)=CC2,-29.59
O=C(C=1C=CC(F)=CC1)N2CCCNCC2,-32.29
O=S1CCCNC2=CC=CC=C21,-28.33
NC1CCCC1CC=2C=CC=CN2,-37.9
CC(C)CN1N=CN=C1CO,-30.39
OCC1=NC=NN1CC(F)F,-29.18
CC=1N=C(CC2CC2)OC1C(=O)O,-10.74
CC=1N=CSC1C2=CNC=C2C(=O)O,-14.07
CC1=NC(=NO1)C(N)C2=CC=CC=C2F,-32.48
OCC=1C=CN(N1)C=2C=CC=CC2F,-35.39
NC(CO)C=1C=CC(F)=CC1,-26.8
NC(CO)C=1C=CC=C(F)C1,-30.83
NC(CO)C=1C=CC=CC1F,-32.07
NCC1=NN=C2CCC(CN12)C(F)(F)F,-29.85
NCC1=NN=C2C(CCCN12)C(F)(F)F,-28.53
CC=1C=C(CC2CCCC2N)N(C)N1,-39.61
CCC1(O)CCC(N)CC1,-29.76
CCC1CN(CCC1N)S(C)(=O)=O,-30.27
CC(C)N1CC(C)C(N)C1,-30.11
O=C1NC=NC=2N=C(NC12)C(F)(F)F,-19.38
O=C1NC(=NC=2NC=NC12)C(F)(F)F,-24.43
CN1C=C(C(=N1)C(F)(F)F)S(N)(=O)=O,-24.57
COC=1C=C(C=CC1Cl)CC(=O)O,-24.58
O=C(O)CC=1C=NC=CC1C(F)(F)F,-12.88
COC=1C=CC(Cl)=CC1C(O)CN,-31.26
O=C(O)C1=CC=C(C(=O)N1)C(F)(F)F,-14.58
O=C1COC(CN1)C=2C=CC=C(Cl)C2,-35.83
COC=1C=CC(C)=C(C1)S(N)(=O)=O,-29.72
O=S1(=O)CC=2C=CC(Cl)=CC2N1,-20.24
CS(=O)(=O)C=1C=CC=CC1F,-22.63
CC=1C=NN(C1)C2=CC=C(C=C2F)C(C)N,-43.66
NC1CCCN(C1)C=2C=CC=C(F)C2,-36.83
OC(CC1CCCN1)C=2C=CC=CC2,-42.48
CC(C)CC1=NC(C#N)=C(N)O1,-31.1
CC(C)C1=NN(C)C=C1N,-23.21
FC(F)(F)C=1C=CN(N1)C=2C=CN=CC2,-31.81
OCC1(CC=2C=CC=CC2)CCCNC1,-36.16
COC1(C#N)CCOCC1,-24.43
O=C(O)C=1C=C(NN1)C2CC2,-11.14
CC1(CNC(=O)C1)C2=CC=CN=C2,-30.94
COCC1(C)CNC(=O)C1,-22.38
O=C1CC2(CCOC2)CN1,-20.81
CC1(C)NC(=O)CC1C=2C=CC=CC2,-29.84
O=C1CCC(CC=2C=CC=CC2)N1,-31.74
CC=1C=CC(=CN1)C(O)C2=CN=CN2C,-38.54
COCC1=CC(=NO1)C(N)=O,-22.88
CC=1C(N)=NOC1C=2C=CC=CC2F,-33.46
CC=1OC=CC1C2=CC(N)=NO2,-30.61
CC=1C=NC=C(C1)C2=CC(N)=NO2,-36.27
FC=1C=CC=CC1CO[C@H]2CCCNC2,-42.77
O=C1N(CC(F)F)N=C2CNCCN12,-33.8
CC(N)C1=NC(=NO1)C2=CC=CC(F)=C2,-38.17
NCCOC=1C=CC=CC1F,-30.47
O=C1C(=CC=CN1CC2CCC2)C(F)(F)F,-16.97
CC(C)CN1N=CC(N)=C1C(C)C,-22.73
CN1N=CC(CO)=C1C(F)F,-25.73
COC1(C)CC(N)C1(C)C,-25.24
NCC1=NC=2C=C(F)C=CC2N1,-24.11
NC=1C=NN(C1)C(F)F,-19.9
O=C1CC=NN1CC=2C=CC=CC2,-36.41
NCC1(CCO)CCCC1,-32.2
CC1=CC(=CC(F)=C1)S(N)(=O)=O,-26.58
COC=1C=CC=C(C1)C2(O)CCC2,-35.41
CC(N)C1CN(C)CCO1,-28.53
CN1CCOC(C1)C(N)C=2C=CC(Cl)=CC2,-45.14
OCC1CCCN1CC2CCCN2,-41.09
O=C(O)C=1NC=CC1C2CC2,-6.59
CCC1OCCC1C(=O)O,-12.41
CC(C)C1OCCCC1C(=O)O,-9.96
CCC1OCCCC1C(=O)O,-9.71
O[C@H]1CN(CC(F)F)C[C@H]1O,-29.77
O=C(O)C1CCCC=2NN=CC21,-14.23
OCC=1C=C2CCCN2N1,-25.52
CN1CCC(C)(CO)CC1,-36.91
NC(=O)C1CCCN2C=CN=C12,-28.42
NCC=1C(F)=CC=CC1N2CCCC2,-27.2
CNC1CC(=O)N(CC=2C=CC=CC2)C1=O,-44.14
O=C(NCC1=CNN=N1)C2CC=CCC2,-40.94
CC=1C=CC=C2NC(=CC12)CO,-28.95
CC1=C(N)N=NN1CC2=CC=CC(F)=C2,-35.74
C1=CC(=CC=N1)OCC2CCCCO2,-43.39
NCC#CC=1C=CC(=CC1)C(F)(F)F,-32.41
COCCC=1C=CN=C(N)C1,-28.82
CC1CN(C=2C=CC(=CC2)CN)S(=O)(=O)C1,-38.31
CC=1C=CC=C2N=C(OC12)C3CCNCC3,-33.54
C(C1=NC(=NO1)C2CC2)C3CCNCC3,-32.47
O=C1CCN(CCN1)C2CC2,-31.43
CCC(O)C=1C=CC(F)=CN1,-30.44
CC(O)C1=NC2=CC(Cl)=CC=C2N1C,-35.36
C1=CN(C=N1)C=2C=NC=NC2,-22.34
O=C(O)CC=1SC=NC1C=2C=CC=CC2,-20.54
C=1C=CC(=CC1)CC2COCCN2,-36.15
OC(CC1CCCN1)C2=CC=CS2,-40.24
CN(C=1C=CC(=NN1)C(N)=O)C2CCC2,-30.39
CC1C=2C=CC=CC2CC1O,-26.63
CC1(C)CCCC1(O)CN,-33.61
N#CC=1C=C(C=CC1C(=O)O)C(F)(F)F,-21.62
CCC1(C)CCNC(=O)CC1,-24.1
N[C@@H]1CCCC2=CC(F)=CC=C21,-26.74
CC1(C)CC(C(=O)O)C(C)(C)O1,-10.27
OC1COC=2C=C(Cl)C=CC21,-34.39
OC1CCC=2C=NNC2C1,-26.64
O=S1(=O)CCNCC21CCCCC2,-27.5
OCC1=CC(=NO1)C(F)(F)F,-24.17
CC1CCC(=O)N1CC=2C=CC=CC2,-33.99
CN1C=C(C=N1)CNC=2C=CC(F)=CC2,-35.92
C=1C=C2NCCCNC2=CN1,-31.25
CCN1CCCCC1CO,-33.69
O=C(O)C=1NN=C(C1Cl)C2CC2,-10.58
CNCCN1CCOCC1,-29.84
CC1CN(CC1N)C2CC2,-29.22
CCC1CCC(O1)C(=O)O,-12.14
NC(=O)CC=1C(F)=CC=CC1F,-21.16
OC(C1=CC=CO1)C2=NC=CN2,-37.05
CNC(C1=NC=CN1)C=2C=CC=CC2,-37.66
CN1CCCCC1CCO,-33.91
OCC1CC21CCOCC2,-22.96
NC(=O)C1=CNC(=N1)C2CC2,-26.1
CC1NCCN2C=NN=C12,-25.52
CC1=NN(C)C=2OCCNC12,-26.38
CC1CC=2C=CC(F)=CC2C1N,-31.21
CC1(CC1)C2=NSC(N)=N2,-28.32
NC=1C=NC(CC2CC2)=NC1,-30.08
NC1=NC(CC2CC2)=NS1,4.84
C1CC(C1)C2CNCCO2,-20.85
CN1N=CC=C1C(O)C2CCNCC2,-31.07
CC=1C=CC(=CC1)N2C=CNC2=O,-32.85
COC=1C=CC(=CC1)CC2CC(=O)N2,-37.61
O=C1COC=2C=CC=C(F)C2N1,-28.81
CC(C)C1=NOC=C1C(=O)O,-10.48
O=C(O)C1=CC(=O)NC(=C1)C2CC2,-25.02
N#CC1=C(N)NN=C1C2CC2,-19.67
CN1N=CC=2C=C(C=CC21)CC(=O)O,-16.88
COC=1C=CC=C(C1)C(O)CO,-32.79
O=C(O)CC1CCC(=O)NC1,-14.13
CC1(C)CNC(=O)C(C)(C)N1,-31.4
CC1=NNC(C)=C1C2CCCC(=O)N2,-37.84
O=C(O)C1CNC=2C=CC(F)=CC2C1,-21.81
CN1CCNCC1C2=NC=CN2,-28.16
CN1C(=O)NCC1CC=2C=CC=CC2,-29.52
CC1=NNC(C)=C1C2CCC(=O)N2,-35.13
O=C(O)C=1C=CC=C2CCOCC12,-12.39
CC1=NNC=C1C2CCNCC2,-31.98
CC1=NOC=C1CC(=O)O,-13.66
CC=1N=CC(N)=C(N1)C2CC2,-19.5
OCC1=NC=2C=CC(F)=CC2O1,-29.08
O=C(O)C=1C=NN(C1)CCF,-12.11
CC=1C=C(N)C(=O)N(C)C1,-22.27
COC=1C=CC(CN)=C(F)C1,-25.08
NC(=O)C1CCN(C1)C2=NC(=CS2)C(F)(F)F,-31.11
CC1COC(CO)CN1CC=2C=CC=CC2,-45.86
CC1=CC(C(=O)O)=C(C)N1C2CCOC2,-33.93
CN1C=CN=C1C=2C=C(N)ON2,-27.94
C1CCN2C(=NN=C2C1)C3CCNCC3,-36.28
CC1OC=2C(F)=CC=CC2C1N,-29.07
OCC1CCC2=NN=C(C(F)F)N2C1,-41.27
CC(C)OC=1C=CN=CC1CO,-30.18
CC(C)N1C=NC(=C1)S(N)(=O)=O,-22.16
NS(=O)(=O)C=1C=NN(C1)CC2CC2,-25.24
NS(=O)(=O)C=1C=NN(C1)CC(F)F,-21.37
NC1CCOC2(CCC2)C1,-24.36
COC=1C=CC(=CC1)N2C(C)=CNC2=O,-32.87
C1=NC=2C=NC=CC2N1C3CC3,-28.47
O=C(C=1C=CC=C(F)C1)N2CCNCC2,-33.28
NC1CCN(C1)C(=O)C2=CC=CC(F)=C2,-31.3
O=C(O)C1CCN(CC2=CC=CC(F)=C2)C1,-33.79
CCN1CCC2NCCOC2C1,-33.85
CN1C=C(C=N1)C=2C=C(N)N(C)N2,-32.1
CN1C=CN=C1C(N)C2=CC=CC=C2F,-32.78
C1CC1C2=NOC(=N2)C3CCNC3,-28.93
CN(C)C=1C=NC=CC1C#N,-25.35
COC1(C)CC(O)C1(C)C,-30.04
CC=1C=NC=C(C1)NCC=2C=CN=CC2,-42.82
O=C1CC(CN1)C(F)(F)F,-18.47
N[C@@H]1CC[C@H](CC1)NC2=CC=CC=N2,-29.85
CC=1C=CC=C2OCCC(O)C12,-34.8
O=S1(=O)CC(CN1)C=2C=CC(F)=CC2,-30.32
O=C1NCCC=2SC=CC12,-21.48
O=C1NCCN1C2=CC=CC=C2C(F)(F)F,-32.32
O=C1NCCN1CC2=CC=CN=C2,-33.33
CC=1C=CC(=CC1)CN2CCCNC2=O,-32.32
O=S(=O)(NC1CCNCC1)C=2C=CC=CC2,-19.99
CN1C(CO)=NN=C1C=2C=CC(F)=CC2,-33.25
COC=1C=CC=C2NC(=O)CCCC12,-39.13
FC(F)(F)C1=CNC(=N1)C=2C=CC=NC2,-28.54
O[C@H]1C[C@H](C1)C=2C=CC=CC2,-30.16
OCC12CCCN2CCC1,-34.96
COC=1C=CC=2C(=O)NCCOC2C1,-32.98
NCC1CCC2=NC=CN2C1,-24.37
CN1C=C(C(=O)O)C(=N1)C2CCC2,-17.13
CC=1C=NC(=CN1)CCO,-16.78
OCC=1C=NN2CCCCC12,-27.3
CC=1C=NC(CCO)=C(C)C1,-32.06
OC1CNC(C1)C=2C=CC(=CC2)C(F)(F)F,-40.85
O=C(O)C1(CCC(=O)NC1)C=2C=CC=CC2,-25.1
O=C(O)C1(CNC(=O)C1)C=2C=CC=CC2,-24.27
CC1(C)C(=O)NC=2C=C(C=CC21)C(=O)O,-17.02
CN1N=CC(C(=O)O)=C1CC=2C=CC=CC2,-26.05
CC1(C)CCC(O1)C(=O)O,-12.88
COC1CCC(C1)C(=O)O,-17.76
O=C(O)CN1C=C(C=N1)C2CC2,-17.03
O=C(O)C1NC(=O)CC1C(F)(F)F,-16.34
O=C1CC(CC=2C=CC=CC2)CCN1,-29.67
CN1C=C(C=N1)C2=NC(=CN2)C(F)(F)F,-26.91
CC1(C)OC2=CC=C(C#N)C=C2NC1=O,-30.63
O=C1COCC(CC=2C=CC=CC2)N1,-33.68
O=C1NCCCC1C2CCCCC2,-33.57
CC1(CC=2C=CC=CC2)CCNC1=O,-28.99
CC1(C)CNC(=O)CC(C)(C)C1,-29.5
O=C1CCC(=O)C=2C=C(F)C=CC2N1,-31.21
FC=1C=CC(=CC1)C2NCCC=3NC=NC32,-33.08
CC1=NSC=2N=CNC(=O)C12,-26.13
CC1(C)C2CC1NC(=O)CC2,-29.2
CC(C)N1CC=2C=CC=CC2NC1=O,-36.5
N#CC1=CC=C(N1)C(F)(F)F,-7.84
CNC(=O)C1CCCC=2SC(C)=NC21,-35.32
CNC1=NC(=CO1)C(F)(F)F,-19.48
O=C1NCCC1C2CCCCC2,-28.99
COC=1C=CC=CC1C=2N=CC=CC2N,-33.82
NC(=O)C1=NNC(CC=2C=CC=CC2)=N1,-35.82
NC1=CC(=NO1)C2CCCO2,-31.16
CC1(CCCO1)C=2C=C(N)ON2,-29.49
FC=1C=CC=C(Cl)C1CCC2=NN=NN2,-39.25
NC(=O)C1=C(N)ON=C1C=2C=CC=CC2,-34.97
OCC=1C=CC=CC1CC2CCNCC2,-29.59
CCC(C=1C=CC=CC1)C2CNC(=O)C2,-34.61
N#CC=1C=C(F)C=C(C1)C2(CC2)C(=O)O,-18.95
CN1CC(C(=O)O)C=2C=CC=CC2C1=O,-21.88
O=C(O)CC1OCC2=CC(Cl)=CC=C21,-23.68
OC1CCCNC1CCC=2C=CC=CC2,-48.02
O=C1NCCCNC1CC=2C=CC=CC2,-36.69
NC1=NC=2C=C(C=CC2N1)C(F)(F)F,-25.88
CC=1C=NC=CC1C(O)C=2C=CC=CC2,-35.96
NS(=O)(=O)C1CC=CCC1,-24.91
CCOC=1C=NC=C(C1)CO,-31.57
O=C(O)C=1C=CC=C(C1)C2CCCOC2,-25.99
CCN1C(CO)=NC=2C=C(C=CC21)OC,-36.75
CCC1=CSC(=N1)C2=CNC=N2,-36.05
CN1N=C(N=C1CC#N)C=2C=CC=CC2,-33.62
OCC(O)C=1C=CC=C(Cl)C1Cl,-36.93
O=C1CC(CN1)C2CCCCN2,-31.84
OCC1=NC=CN1C(F)F,-20.44
OCC=1C=CC(=CN1)OC(F)(F)F,-34.5
O=C(O)C1(CC1)OC=2C=CC=CC2F,-15.07
CC1CNC=2C=C(F)C=CC2C(=O)N1,-29.15
CCN1C=NN=C1NC=2C=CC=CC2,-30.94
CC1=NN(C)C(C)=C1C2COCCN2,-33.4
C1CC2(CO1)COCCN2,-28.09
CN1N=C(N)C=2C=NC=CC21,-24.95
NS(=O)(=O)C=1C=CC=CC1CN2C=CN=C2,-28.56
CC1=NN(C)C=C1CCO,-32.71
CC(O)C=1C=CC(=CN1)N(C)C,-33.89
FC=1C=CC(=NC1)C=2C=CNN2,-31.99
C[C@@H](O)CN1CCOCC1,-32.94
CC=1C=C(NN1)N2CCC(N)CC2,-33.07
NS(=O)(=O)C=1C=NC=2CCCC2C1,-28.19
CS(=O)(=O)C1=CC=C(CO)S1,-21.19
O=S1(=O)NCC2=CC(F)=CC=C21,-25.54
N#CC1=COC(=N1)C(F)(F)F,-17.63
CC=1C=CC=C(C1C)C(O)C2=CNC=N2,-43.18
CC1=C(N)C=NN1C2CCOC2,-21.77
CC1CC(=O)NCC21CCC2,-23.05
NS(=O)(=O)C1=CN2CCCCC2=N1,-23.64
NC1CCC2=NN=C(C=3C=CC=CC3)N2C1,-36.59
CCC1=NN(C)C=C1C#N,-25.71
CC[C@H](N)C=1C=CC(F)=CC1,-32.59
CC[C@@H](N)C=1C=CC(F)=CC1,-29.46
CC1(CNC(=O)C1)C(=O)O,-12.68
NC1COC=2C=CC=C(F)C21,-25.05
CC1OCCC1(C)C(=O)O,-8.52
COC=1C=CC=CC1C(N)C2=NC=CN2C,-36.9
CC1CC(C)(C)CNC1=O,-21.11
CN1N=C(CC1=O)C2CCCC2,-34.98
C[C@H](C=1C=CC=CC1)N2CCC(F)(CO)C2,-46.41
CC1=NC=2C=C(C(=O)O)C(F)=CC2N1,-22.58
C1CC2(CCO1)CNCCOC2,-28.89
CCC1=NOC(CC2CCNCC2)=N1,-8.22
CNC(=O)C=1C=CC(=CC1)S(N)(=O)=O,-30.77
O=C1CCCN1C2CCC(O)CC2,-36.36
CCOC1CC(O)C21CCOCC2,-39.54
COCC1CCCCNC1,-27.97
CC(C)N1N=CC=2CCCC(N)C21,-27.31
COCCN1CCCC(O)C1,-38.89
NC(=O)C=1C=CC(=CN1)OC(F)F,-25.57
O=C1NC(CO)=NC=2C=C(C=CC12)C(F)(F)F,-37.08
OCC(C=1C=CC=C(F)C1)N2CCNCC2,-39.67
CC1(CC1N)C2=CC=CC(F)=C2,-35.44
OC1(CCNC1)C(F)(F)F,-19.14
CN1C=C(N=N1)C(C)(C)O,-27.66
CC=1C=C(N=CN1)N2CCC=C(F)C2,-35.42
CC=1OC(=CC1C(=O)O)CO,-10.46
O=C(NC=1C=CC=CC1)C2CCCNC2,-33.9
CC1=NC(=C(CO)S1)C(F)(F)F,-25.04
NCC=1C=CC(CO)=C(F)C1,-26.88
OC1CCCN(CC=2C=CC(F)=CC2)C1,-45.37
NCC1(O)CCC=2C=C(F)C=CC21,-30.47
CC=1C=CC(C(=O)O)=C(N1)C(C)C,-27.34
O=C1CCC(CO)CCN1,-17.65
O=C(O)C=1OC=C2CCCC12,-13.52
O=C(O)C=1OC=C2COCCC12,-8.91
CN1C=C2C=NNC(=O)C2=N1,-27.37
COC1(CC(=O)O)CCC1,-7.11
O=C1COC(CN1)C2CC2,-23.76
CN1N=CC=C1C2CC(N)CCO2,-33.76
O=C(O)CC=1NN=C2CCCCC12,-20.71
NCCN1CCC=2C(Cl)=CC=CC2C1,-40.21
OC=1C=CN=C2C(F)=CC=CC12,-28.3
NCC1=NOC(=N1)C=2C=CC=C(F)C2,-36.05
CCN1N=CC=C1N2CCCC(N)C2=O,-39.5
CNCC1CCC2=NC=CN2C1,-30.76
CCN1C=C(C=N1)C2CNCCO2,-35.69
CC1=NC(=CS1)CN2C[C@@H](F)C[C@H]2CN,-36.19
CN1N=CC=C1CN2C[C@@H](F)C[C@H]2CN,-34.72
CN1C=CN=C1CN2C[C@@H](F)C[C@H]2CN,-35.69
NC=1N=CC=C2CCNCC12,-21.69
CC(O)C1=NOC(=N1)C=2C=CC=CC2,-35.92
CC=1N=CC=CC1C(C)O,-31.71
CC(O)C=1C=CC(=CN1)C(F)(F)F,-28.17
CN1N=CC(N)=C1C(F)(F)F,-19.72
"CC(C)N[C@@H]1CCCC[C@H]1O |&1:4,9,r|",-30.3
CC=1ON=C(OC(F)F)C1N,-21.57
NC(=O)C1(CCOCC1)N2CCCC2,-25.08
O=C1CN(CCCN1)C2CC2,-27.77
CC(C)C=1NC=CC1C(=O)O,-7.04
NCC1CCCCN1C2CC2,-32.43
OCC1=CSC2=NC=CN12,-25.09
CC1(CCC(=O)NC1)C(=O)O,-13.61
CC=1C=CC2=C(C1)CC(=O)N2C,-20.03
CCOC1CC(C1)C(=O)O,-18.89
CC1(C)CC(CC(=O)O)C1,6.56
CC1=NC=2CC(O)CCC2N1,-30.15
CN1C(=O)CCC=2C=CC(F)=CC21,-29.68
CC(C)(O)C=1N=CC=CN1,-26.28
O=C(O)CN1CCN(C1=O)C2CC2,-23.56
C1=CC=2CNCCCC2N=C1,-27.9
NCC=1C=CC(F)=C(C1)CO,-28.31
C1=CN2CCNC3(CCOCC3)C2=C1,-34.09
CC1CNC=2C=CC=CC2S1=O,-32.04
CC(C)C1=CC(=NO1)C(=O)O,-6.05
COC1=CC=CC2=C(N)C(C)=CN=C12,-31.6
CC1OCCCN(CC=2C=CC=CC2)C1=O,-37.56
COC1(CO)CCOCC1,-13.85
NS(=O)(=O)C=1C=NC=2C=CC(F)=CC2C1,-30.37
NC(=O)C1CNCCN1C2CC2,-24.23
CNC(=O)C1CC=CCC1,-27.06
CC(N)C1=CC2=CC(F)=CC=C2O1,-17.55
O=S(=O)(C1COC1)N2CCC=C(F)C2,-28.52
NCC1CN(CC=2C=CC=CC2)CCCO1,-42.19
FC(F)CC1COCCN1,-25.7
O=C1NCCCC=2NN=CC12,-23.85
C=1N=C(C2CCNCC2)N3CCCCC13,-36.34
OCC=1C=C(F)C=C(C1)N2CCOCC2,-40.24
CN1C=CN=C1C2CCCNC2,-28.44
CC(C)C1=NN(C)C=C1C#N,-24.63
O=C(O)C=1C=NN(C1)C2CC2,-8.99
CN1C=C(C(=O)O)C=2CCCCC2C1=O,-25.23
NCC1=NOC(=N1)C=2C=CC(Cl)=CC2F,-35.36
COC=1C=CC(OC)=C2C1CNCC2O,-34.0
CNCC1=NC=2C=CC=CC2C(=O)N1,-32.88
CCNCC1COC=2C=CC=CC2O1,-39.67
CCOC=1C=CC(=CC1)C(C)N,-35.28
CN1N=CC(N)=C1C(F)F,-18.43
CC(C)C1=NC=2CC(CCC2N1)C(=O)O,-29.95
OCC1CN(CCO1)C=2C=CC=CC2,-39.36
CCC1=NC(C)=C(CO)O1,-24.35
NC=1C=CC(CCO)=NC1,-28.97
CC1=NC=2C(F)=CC=CC2N1,-24.29
CN1N=NC=2CC(N)CCC21,-26.15
C=1N=C(C2CCCNC2)N3CCCCC13,-41.13
NCC1=NOC(=N1)C(F)(F)F,-23.38
CN1N=CC=2CCC(CC21)C(=O)O,-21.69
FC=1C=CC=C2CNCCOC12,-27.84
CC=1C=CN=C2NC(=O)NC12,-22.18
O=C(O)C1CC2=CC=C(F)C=C21,-18.46
NCC=1C=CN=CC1C(F)(F)F,-19.52
O=C(O)CC=1C=CC(F)=CN1,-12.26
OC1CNC(C1)C2=CC=CC=C2C(F)(F)F,-40.45
CC1=CN=C(O1)C=2C=NN(C)C2N,-28.37
CC=1OC(C#N)=CC1C(=O)O,-8.9
O=C(O)C1(CC(F)(F)C1)C=2C=CC=CC2,-22.34
CN1C=C2C(CCCC2C(=O)O)=N1,-20.57
OCC1CCCC(F)(F)C1,-27.98
C1=CN(CC2CCCCN2)N=N1,-30.94
O=C(O)C=1C=COC1C2CC2,-10.73
N#CC=1C=CC(=CC1)NCCO,-25.65
CNC=1N=CN=C2C=CSC12,-23.59
COC=1C=CC(=CC1)S(C)(=O)=O,-29.16
N[C@@H]1C[C@H](C1)C=2C=C(F)C=C(F)C2,-12.16
CCN1N=CC(N)=C1C(F)(F)F,-17.43
OCCN1CCCCCC1,-33.18
OCCN1CCCC(O)C1,-37.3
CC1CCN(CCO)CC1,-35.49
NC(=O)N1CCN(CC=2C=CC=CC2)CC1,-42.04
CC1CCCN(C1)C(N)=O,-26.73
NC(=O)N1CCN(CC1)C=2C=CC=CC2F,-35.2
CNC(=O)C=1C=CC=2NN=NC2C1,-28.72
NCC1=NC=CN1C(F)F,-22.31
NC1CCCC21CCOCC2,-35.54
CC1=CC(=NN1C)C(O)C=2C=CC=NC2,-40.65
CC1=CC(=CS1)C(O)C=2C=C(C)N(C)N2,-38.01
CC1=CC(=NN1C)C(O)C2CC2,-33.76
NCCC1C(=O)NC=2C=CC(F)=CC21,-25.49
OC1CNC(C1)C2=CC=CC(F)=C2,-37.97
CN1N=CC=C1C2=CC3CCC(C2)N3,-42.62
CC(CN)C1=NC2=CC=CC=C2N1C(F)F,-27.26
O=C(O)C=1C=C(ON1)C2CC2,-10.32
NCC#CC=1C=CC=C(F)C1,-33.72
CC1(C)NC(=O)CCC1N,-19.71
NC(=O)N1CCOC=2C=CC=C(F)C2C1,-31.33
O=C(O)C=1OC=CC1C2CC2,-16.01
FC(F)(F)C=1C=NN(C1)C2CCNCC2,-27.07
COC=1C=C(C=CC1F)N2CCNCC2,-37.31
O[C@H]1C[C@H](C1)N2CCCC2,-33.84
O=S(=O)(C=1C=CC=CC1F)C2CNC2,-24.21
COC=1C=CC=2N=C(C#N)C=CC2C1,-31.39
NC1=CC=C(NC1=O)C(F)(F)F,-26.27
C1=CC(=NN1)C2CCCCN2,-31.93
O=C(O)C=1OC=NC1C2CC2,-12.41
CN1CCC2OCCNC2C1,-33.96
CC1(C)CNCC(COC=2C=CC=CC2)O1,-45.78
CN1C=C(N=C1C2CCCNC2)C(F)(F)F,-34.55
OCC1CNCCC1C(F)(F)F,-19.72
CC(N)C1=NC=CN1C=2C=CC=CC2,-36.69
OCCC1=NN=C(O1)C=2C=CC=CC2,-37.32
