mol_id,canonical_smiles,mmgbsa_kcal_mol
512,O=C1CC=NN1c1ccccc1F,-32.99
513,COc1cc(C#N)cc(C)n1,-26.29
514,CC(F)(F)c1cccc(C(=O)O)n1,-4.55
515,O=C(O)c1ccc2c(c1)CCOC2,-19.99
516,Cc1nc2c([nH]1)CCCC2,-29.01
517,Nc1c[nH]nc1-c1nccs1,-21.6
518,O=C(O)C1CC2(CCCCC2)C1,-22.43
519,O=C(O)C1CC2(CCOCC2)C1,-21.94
520,CNc1cc(C(C)C)[nH]n1,-24.86
521,COCC1(C)CNCCO1,-24.12
522,CC1CNCC2(CCOCC2)O1,-27.1
523,CCC1CNCC2(CCCOC2)O1,-29.31
524,Cn1ccc(C(N)c2ccc(Cl)cc2)n1,-35.48
525,CC1CNc2ccccc2N(C)C1=O,-34.49
526,FC(F)(F)c1cn2cccnc2n1,-24.06
527,CCn1ccnc1C(N)C1CCOCC1,-32.21
528,CS(=O)Cc1c(C(=O)O)oc2ccccc12,-24.64
529,CC(C)n1nc2c(c1N)CCC2,-27.18
530,CCn1ncc2c1CCCC2N,-30.54
531,Cn1cc(N)c(C(=O)NC2CCC2)n1,-26.6
532,Cc1csc(C2COCCN2)n1,-33.45
533,CC(C)c1nccc(O)n1,-23.88
534,Oc1ccnc(C2CC2)n1,-27.39
535,NC1CC(c2ccccc2F)C1,-31.82
536,Cc1csc(Cc2ccccn2)n1,-35.88
537,CC(N)c1nc(-c2ccc(F)cc2)no1,-34.42
538,O=C(c1ccc(Cl)cc1F)N1CCNCC1,-37.2
539,Cc1nsc(C)c1C(=O)O,-13.57
540,Cc1nc2c(C(=O)O)cccc2o1,-19.84
541,CC1(C)CCCCC1C(=O)O,-20.19
542,Cc1cc(CC(=O)O)sn1,-16.99
543,CS(=O)c1ccccc1CC(=O)O,-11.72
544,CC1(C(=O)O)CCCNC1=O,-4.82
545,CC(C)c1scnc1C(=O)O,-12.82
546,Cc1nc2c(s1)CCCC2C(=O)O,-29.32
547,O=C(O)CC1CCCCNC1=O,-27.91
548,O=C(O)C1CCc2[nH]ncc2C1,-18.93
549,O=C(O)Cc1ccc2[nH]c(=O)[nH]c2c1,-14.26
550,O=C(O)CC1CCCCC(=O)N1,-21.05
551,CC1CCn2ncc(C(=O)O)c2C1,-21.45
552,O=C(O)c1ccc(C(F)F)o1,-7.7
553,c1ccc(Cc2c[nH]cn2)cc1,-35.8
554,OCC1(c2ccccc2)CCNCC1,-32.13
555,c1ccc(Cc2nnc[nH]2)cc1,-36.91
556,CC1Cc2nc[nH]c2CC1C,-27.96
557,OC1CCCNc2ccc(F)cc21,-37.62
558,OCC1(c2ccccc2)CCNC1,-36.94
559,C1CC(C2CNC2)CCO1,-24.51
560,COc1cc2c(cc1F)CNCC2,-27.64
561,c1c[nH]c(C2CCOCC2)n1,-27.34
562,O=S1(=O)CCc2c[nH]cc21,-17.39
563,OC(c1ncc[nH]1)C1CCCCC1,-32.32
564,Nc1nc(C(F)(F)F)ns1,-20.9
565,Cc1nsc(N)c1C(N)=O,-22.44
566,Cn1cc(N)c(-c2ccccc2)n1,-31.92
567,Cn1cc(C(N)=O)c(C(F)F)n1,-25.07
568,NC1=NC(c2ccccc2)C(=O)N1,-27.28
569,Cn1nc(N)cc1OC(F)F,-21.37
570,Cn1nc(C(N)=O)cc1OC(F)F,-23.3
571,COc1cccc2c1nc(N)n2C,-29.47
572,Cn1nc(C(F)(F)F)nc1N,-21.42
573,Cc1nc(C)c(C)c(O)n1,-22.39
574,O=c1cc(C2CC2)[nH]c(=O)[nH]1,-17.1
575,OCc1nnc(C2CC2)s1,-27.66
576,CCC(C)n1cc(Cl)c(C(=O)O)n1,-21.39
577,O=C(O)Cn1nc(C(F)F)c2c1CCC2,-18.26
578,NC1CCc2ccc(F)cc21,-27.61
579,Nc1ccnn1Cc1ccccc1F,-34.09
580,Cn1c(CCN)nc2ccc(F)cc21,-30.16
581,NC1CC(c2ccc(F)cc2)C1,-29.59
582,O=C(c1ccc(F)cc1)N1CCCNCC1,-32.29
583,O=S1CCCNc2ccccc21,-28.33
584,NC1CCCC1Cc1ccccn1,-37.9
585,CC(C)Cn1ncnc1CO,-30.39
586,OCc1ncnn1CC(F)F,-29.18
587,Cc1nc(CC2CC2)oc1C(=O)O,-10.74
588,Cc1ncsc1-c1c[nH]cc1C(=O)O,-14.07
589,Cc1nc(C(N)c2ccccc2F)no1,-32.48
590,OCc1ccn(-c2ccccc2F)n1,-35.39
591,NC(CO)c1ccc(F)cc1,-26.8
592,NC(CO)c1cccc(F)c1,-30.83
593,NC(CO)c1ccccc1F,-32.07
594,NCc1nnc2n1CC(C(F)(F)F)CC2,-29.85
595,NCc1nnc2n1CCCC2C(F)(F)F,-28.53
596,Cc1cc(CC2CCCC2N)n(C)n1,-39.61
597,CCC1(O)CCC(N)CC1,-29.76
598,CCC1CN(S(C)(=O)=O)CCC1N,-30.27
599,CC1CN(C(C)C)CC1N,-30.11
600,O=c1[nH]cnc2nc(C(F)(F)F)[nH]c12,-19.38
601,O=c1[nH]c(C(F)(F)F)nc2[nH]cnc12,-24.43
602,Cn1cc(S(N)(=O)=O)c(C(F)(F)F)n1,-24.57
603,COc1cc(CC(=O)O)ccc1Cl,-24.58
604,O=C(O)Cc1cnccc1C(F)(F)F,-12.88
605,COc1ccc(Cl)cc1C(O)CN,-31.26
606,O=C(O)c1ccc(C(F)(F)F)c(=O)[nH]1,-14.58
607,O=C1COC(c2cccc(Cl)c2)CN1,-35.83
608,COc1ccc(C)c(S(N)(=O)=O)c1,-29.72
609,O=S1(=O)Cc2ccc(Cl)cc2N1,-20.24
610,CS(=O)(=O)c1ccccc1F,-22.63
611,Cc1cnn(-c2ccc(C(C)N)cc2F)c1,-43.66
612,NC1CCCN(c2cccc(F)c2)C1,-36.83
613,OC(CC1CCCN1)c1ccccc1,-42.48
614,CC(C)Cc1nc(C#N)c(N)o1,-31.1
615,CC(C)c1nn(C)cc1N,-23.21
616,FC(F)(F)c1ccn(-c2ccncc2)n1,-31.81
617,OCC1(Cc2ccccc2)CCCNC1,-36.16
618,COC1(C#N)CCOCC1,-24.43
619,O=C(O)c1cc(C2CC2)[nH]n1,-11.14
620,CC1(c2cccnc2)CNC(=O)C1,-30.94
621,COCC1(C)CNC(=O)C1,-22.38
622,O=C1CC2(CCOC2)CN1,-20.81
623,CC1(C)NC(=O)CC1c1ccccc1,-29.84
624,O=C1CCC(Cc2ccccc2)N1,-31.74
625,Cc1ccc(C(O)c2cncn2C)cn1,-38.54
626,COCc1cc(C(N)=O)no1,-22.88
627,Cc1c(N)noc1-c1ccccc1F,-33.46
628,Cc1occc1-c1cc(N)no1,-30.61
629,Cc1cncc(-c2cc(N)no2)c1,-36.27
630,Fc1ccccc1CO[C@H]1CCCNC1,-42.77
631,O=c1n(CC(F)F)nc2n1CCNC2,-33.8
632,CC(N)c1nc(-c2cccc(F)c2)no1,-38.17
633,NCCOc1ccccc1F,-30.47
634,O=c1c(C(F)(F)F)cccn1CC1CCC1,-16.97
635,CC(C)Cn1ncc(N)c1C(C)C,-22.73
636,Cn1ncc(CO)c1C(F)F,-25.73
637,COC1(C)CC(N)C1(C)C,-25.24
638,NCc1nc2cc(F)ccc2[nH]1,-24.11
639,Nc1cnn(C(F)F)c1,-19.9
640,O=C1CC=NN1Cc1ccccc1,-36.41
641,NCC1(CCO)CCCC1,-32.2
642,Cc1cc(F)cc(S(N)(=O)=O)c1,-26.58
643,COc1cccc(C2(O)CCC2)c1,-35.41
644,CC(N)C1CN(C)CCO1,-28.53
645,CN1CCOC(C(N)c2ccc(Cl)cc2)C1,-45.14
646,OCC1CCCN1CC1CCCN1,-41.09
647,O=C(O)c1[nH]ccc1C1CC1,-6.59
648,CCC1OCCC1C(=O)O,-12.41
649,CC(C)C1OCCCC1C(=O)O,-9.96
650,CCC1OCCCC1C(=O)O,-9.71
651,O[C@@H]1CN(CC(F)F)C[C@@H]1O,-29.77
652,O=C(O)C1CCCc2[nH]ncc21,-14.23
653,OCc1cc2n(n1)CCC2,-25.52
654,CN1CCC(C)(CO)CC1,-36.91
655,NC(=O)C1CCCn2ccnc21,-28.42
656,NCc1c(F)cccc1N1CCCC1,-27.2
657,CNC1CC(=O)N(Cc2ccccc2)C1=O,-44.14
658,O=C(NCc1c[nH]nn1)C1CC=CCC1,-40.94
659,Cc1cccc2[nH]c(CO)cc12,-28.95
660,Cc1c(N)nnn1Cc1cccc(F)c1,-35.74
661,c1cc(OCC2CCCCO2)ccn1,-43.39
662,NCC#Cc1ccc(C(F)(F)F)cc1,-32.41
663,COCCc1ccnc(N)c1,-28.82
664,CC1CN(c2ccc(CN)cc2)S(=O)(=O)C1,-38.31
665,Cc1cccc2nc(C3CCNCC3)oc12,-33.54
666,C1CC(Cc2nc(C3CC3)no2)CCN1,-32.47
667,O=C1CCN(C2CC2)CCN1,-31.43
668,CCC(O)c1ccc(F)cn1,-30.44
669,CC(O)c1nc2cc(Cl)ccc2n1C,-35.36
670,c1cn(-c2cncnc2)cn1,-22.34
671,O=C(O)Cc1scnc1-c1ccccc1,-20.54
672,c1ccc(CC2COCCN2)cc1,-36.15
673,OC(CC1CCCN1)c1cccs1,-40.24
674,CN(c1ccc(C(N)=O)nn1)C1CCC1,-30.39
675,CC1c2ccccc2CC1O,-26.63
676,CC1(C)CCCC1(O)CN,-33.61
677,N#Cc1cc(C(F)(F)F)ccc1C(=O)O,-21.62
678,CCC1(C)CCNC(=O)CC1,-24.1
679,N[C@@H]1CCCc2cc(F)ccc21,-26.74
680,CC1(C)CC(C(=O)O)C(C)(C)O1,-10.27
681,OC1COc2cc(Cl)ccc21,-34.39
682,OC1CCc2cn[nH]c2C1,-26.64
683,O=S1(=O)CCNCC12CCCCC2,-27.5
684,OCc1cc(C(F)(F)F)no1,-24.17
685,CC1CCC(=O)N1Cc1ccccc1,-33.99
686,Cn1cc(CNc2ccc(F)cc2)cn1,-35.92
687,c1cc2c(cn1)NCCCN2,-31.25
688,CCN1CCCCC1CO,-33.69
689,O=C(O)c1[nH]nc(C2CC2)c1Cl,-10.58
690,CNCCN1CCOCC1,-29.84
691,CC1CN(C2CC2)CC1N,-29.22
692,CCC1CCC(C(=O)O)O1,-12.14
693,NC(=O)Cc1c(F)cccc1F,-21.16
694,OC(c1ncc[nH]1)c1ccco1,-37.05
695,CNC(c1ccccc1)c1ncc[nH]1,-37.66
696,CN1CCCCC1CCO,-33.91
697,OCC1CC12CCOCC2,-22.96
698,NC(=O)c1c[nH]c(C2CC2)n1,-26.1
699,CC1NCCn2cnnc21,-25.52
700,Cc1nn(C)c2c1NCCO2,-26.38
701,CC1Cc2ccc(F)cc2C1N,-31.21
702,CC1(c2nsc(N)n2)CC1,-28.32
703,Nc1cnc(CC2CC2)nc1,-30.08
704,Nc1nc(CC2CC2)ns1,4.84
705,C1CC(C2CNCCO2)C1,-20.85
706,Cn1nccc1C(O)C1CCNCC1,-31.07
707,Cc1ccc(-n2cc[nH]c2=O)cc1,-32.85
708,COc1ccc(CC2CC(=O)N2)cc1,-37.61
709,O=C1COc2cccc(F)c2N1,-28.81
710,CC(C)c1nocc1C(=O)O,-10.48
711,O=C(O)c1cc(C2CC2)[nH]c(=O)c1,-25.02
712,N#Cc1c(C2CC2)n[nH]c1N,-19.67
713,Cn1ncc2cc(CC(=O)O)ccc21,-16.88
714,COc1cccc(C(O)CO)c1,-32.79
715,O=C(O)CC1CCC(=O)NC1,-14.13
716,CC1(C)CNC(=O)C(C)(C)N1,-31.4
717,Cc1n[nH]c(C)c1C1CCCC(=O)N1,-37.84
718,O=C(O)C1CNc2ccc(F)cc2C1,-21.81
719,CN1CCNCC1c1ncc[nH]1,-28.16
720,CN1C(=O)NCC1Cc1ccccc1,-29.52
721,Cc1n[nH]c(C)c1C1CCC(=O)N1,-35.13
722,O=C(O)c1cccc2c1COCC2,-12.39
723,Cc1n[nH]cc1C1CCNCC1,-31.98
724,Cc1nocc1CC(=O)O,-13.66
725,Cc1ncc(N)c(C2CC2)n1,-19.5
726,OCc1nc2ccc(F)cc2o1,-29.08
727,O=C(O)c1cnn(CCF)c1,-12.11
728,Cc1cc(N)c(=O)n(C)c1,-22.27
729,COc1ccc(CN)c(F)c1,-25.08
730,NC(=O)C1CCN(c2nc(C(F)(F)F)cs2)C1,-31.11
731,CC1COC(CO)CN1Cc1ccccc1,-45.86
732,Cc1cc(C(=O)O)c(C)n1C1CCOC1,-33.93
733,Cn1ccnc1-c1cc(N)on1,-27.94
734,C1CCn2c(nnc2C2CCNCC2)C1,-36.28
735,CC1Oc2c(F)cccc2C1N,-29.07
736,OCC1CCc2nnc(C(F)F)n2C1,-41.27
737,CC(C)Oc1ccncc1CO,-30.18
738,CC(C)n1cnc(S(N)(=O)=O)c1,-22.16
739,NS(=O)(=O)c1cnn(CC2CC2)c1,-25.24
740,NS(=O)(=O)c1cnn(CC(F)F)c1,-21.37
741,NC1CCOC2(CCC2)C1,-24.36
742,COc1ccc(-n2c(C)c[nH]c2=O)cc1,-32.87
743,c1cc2c(cn1)ncn2C1CC1,-28.47
744,O=C(c1cccc(F)c1)N1CCNCC1,-33.28
745,NC1CCN(C(=O)c2cccc(F)c2)C1,-31.3
746,O=C(O)C1CCN(Cc2cccc(F)c2)C1,-33.79
747,CCN1CCC2NCCOC2C1,-33.85
748,Cn1cc(-c2cc(N)n(C)n2)cn1,-32.1
749,Cn1ccnc1C(N)c1ccccc1F,-32.78
750,C1CC(c2nc(C3CC3)no2)CN1,-28.93
751,CN(C)c1cnccc1C#N,-25.35
752,COC1(C)CC(O)C1(C)C,-30.04
753,Cc1cncc(NCc2ccncc2)c1,-42.82
754,O=C1CC(C(F)(F)F)CN1,-18.47
755,N[C@H]1CC[C@H](Nc2ccccn2)CC1,-29.85
756,Cc1cccc2c1C(O)CCO2,-34.8
757,O=S1(=O)CC(c2ccc(F)cc2)CN1,-30.32
758,O=C1NCCc2sccc21,-21.48
759,O=C1NCCN1c1ccccc1C(F)(F)F,-32.32
760,O=C1NCCN1Cc1cccnc1,-33.33
761,Cc1ccc(CN2CCCNC2=O)cc1,-32.32
762,O=S(=O)(NC1CCNCC1)c1ccccc1,-19.99
763,Cn1c(CO)nnc1-c1ccc(F)cc1,-33.25
764,COc1cccc2c1CCCC(=O)N2,-39.13
765,FC(F)(F)c1c[nH]c(-c2cccnc2)n1,-28.54
766,O[C@H]1C[C@@H](c2ccccc2)C1,-30.16
767,OCC12CCCN1CCC2,-34.96
768,COc1ccc2c(c1)OCCNC2=O,-32.98
769,NCC1CCc2nccn2C1,-24.37
770,Cn1cc(C(=O)O)c(C2CCC2)n1,-17.13
771,Cc1cnc(CCO)cn1,-16.78
772,OCc1cnn2c1CCCC2,-27.3
773,Cc1cnc(CCO)c(C)c1,-32.06
774,OC1CNC(c2ccc(C(F)(F)F)cc2)C1,-40.85
775,O=C1CCC(C(=O)O)(c2ccccc2)CN1,-25.1
776,O=C1CC(C(=O)O)(c2ccccc2)CN1,-24.27
777,CC1(C)C(=O)Nc2cc(C(=O)O)ccc21,-17.02
778,Cn1ncc(C(=O)O)c1Cc1ccccc1,-26.05
779,CC1(C)CCC(C(=O)O)O1,-12.88
780,COC1CCC(C(=O)O)C1,-17.76
781,O=C(O)Cn1cc(C2CC2)cn1,-17.03
782,O=C1CC(C(F)(F)F)C(C(=O)O)N1,-16.34
783,O=C1CC(Cc2ccccc2)CCN1,-29.67
784,Cn1cc(-c2nc(C(F)(F)F)c[nH]2)cn1,-26.91
785,CC1(C)Oc2ccc(C#N)cc2NC1=O,-30.63
786,O=C1COCC(Cc2ccccc2)N1,-33.68
787,O=C1NCCCC1C1CCCCC1,-33.57
788,CC1(Cc2ccccc2)CCNC1=O,-28.99
789,CC1(C)CNC(=O)CC(C)(C)C1,-29.5
790,O=C1CCC(=O)c2cc(F)ccc2N1,-31.21
791,Fc1ccc(C2NCCc3[nH]cnc32)cc1,-33.08
792,Cc1nsc2nc[nH]c(=O)c12,-26.13
793,CC1(C)C2CCC(=O)NC1C2,-29.2
794,CC(C)N1Cc2ccccc2NC1=O,-36.5
795,N#Cc1ccc(C(F)(F)F)[nH]1,-7.84
796,CNC(=O)C1CCCc2sc(C)nc21,-35.32
797,CNc1nc(C(F)(F)F)co1,-19.48
798,O=C1NCCC1C1CCCCC1,-28.99
799,COc1ccccc1-c1ncccc1N,-33.82
800,NC(=O)c1n[nH]c(Cc2ccccc2)n1,-35.82
801,Nc1cc(C2CCCO2)no1,-31.16
802,CC1(c2cc(N)on2)CCCO1,-29.49
803,Fc1cccc(Cl)c1CCc1nnn[nH]1,-39.25
804,NC(=O)c1c(-c2ccccc2)noc1N,-34.97
805,OCc1ccccc1CC1CCNCC1,-29.59
806,CCC(c1ccccc1)C1CNC(=O)C1,-34.61
807,N#Cc1cc(F)cc(C2(C(=O)O)CC2)c1,-18.95
808,CN1CC(C(=O)O)c2ccccc2C1=O,-21.88
809,O=C(O)CC1OCc2cc(Cl)ccc21,-23.68
810,OC1CCCNC1CCc1ccccc1,-48.02
811,O=C1NCCCNC1Cc1ccccc1,-36.69
812,Nc1nc2cc(C(F)(F)F)ccc2[nH]1,-25.88
813,Cc1cnccc1C(O)c1ccccc1,-35.96
814,NS(=O)(=O)C1CC=CCC1,-24.91
815,CCOc1cncc(CO)c1,-31.57
816,O=C(O)c1cccc(C2CCCOC2)c1,-25.99
817,CCn1c(CO)nc2cc(OC)ccc21,-36.75
818,CCc1csc(-c2c[nH]cn2)n1,-36.05
819,Cn1nc(-c2ccccc2)nc1CC#N,-33.62
820,OCC(O)c1cccc(Cl)c1Cl,-36.93
821,O=C1CC(C2CCCCN2)CN1,-31.84
822,OCc1nccn1C(F)F,-20.44
823,OCc1ccc(OC(F)(F)F)cn1,-34.5
824,O=C(O)C1(Oc2ccccc2F)CC1,-15.07
825,CC1CNc2cc(F)ccc2C(=O)N1,-29.15
826,CCn1cnnc1Nc1ccccc1,-30.94
827,Cc1nn(C)c(C)c1C1COCCN1,-33.4
828,C1COCC2(CCOC2)N1,-28.09
829,Cn1nc(N)c2cnccc21,-24.95
830,NS(=O)(=O)c1ccccc1Cn1ccnc1,-28.56
831,Cc1nn(C)cc1CCO,-32.71
832,CC(O)c1ccc(N(C)C)cn1,-33.89
833,Fc1ccc(-c2cc[nH]n2)nc1,-31.99
834,C[C@@H](O)CN1CCOCC1,-32.94
835,Cc1cc(N2CCC(N)CC2)[nH]n1,-33.07
836,NS(=O)(=O)c1cnc2c(c1)CCC2,-28.19
837,CS(=O)(=O)c1ccc(CO)s1,-21.19
838,O=S1(=O)NCc2cc(F)ccc21,-25.54
839,N#Cc1coc(C(F)(F)F)n1,-17.63
840,Cc1cccc(C(O)c2c[nH]cn2)c1C,-43.18
841,Cc1c(N)cnn1C1CCOC1,-21.77
842,CC1CC(=O)NCC12CCC2,-23.05
843,NS(=O)(=O)c1cn2c(n1)CCCC2,-23.64
844,NC1CCc2nnc(-c3ccccc3)n2C1,-36.59
845,CCc1nn(C)cc1C#N,-25.71
846,CC[C@H](N)c1ccc(F)cc1,-32.59
847,CC[C@@H](N)c1ccc(F)cc1,-29.46
848,CC1(C(=O)O)CNC(=O)C1,-12.68
849,NC1COc2cccc(F)c21,-25.05
850,CC1OCCC1(C)C(=O)O,-8.52
851,COc1ccccc1C(N)c1nccn1C,-36.9
852,CC1CC(C)(C)CNC1=O,-21.11
853,CN1N=C(C2CCCC2)CC1=O,-34.98
854,C[C@H](c1ccccc1)N1CCC(F)(CO)C1,-46.41
855,Cc1nc2cc(C(=O)O)c(F)cc2[nH]1,-22.58
856,C1COCC2(CCOCC2)CN1,-28.89
857,CCc1noc(CC2CCNCC2)n1,-8.22
858,CNC(=O)c1ccc(S(N)(=O)=O)cc1,-30.77
859,O=C1CCCN1C1CCC(O)CC1,-36.36
860,CCOC1CC(O)C12CCOCC2,-39.54
861,COCC1CCCCNC1,-27.97
862,CC(C)n1ncc2c1C(N)CCC2,-27.31
863,COCCN1CCCC(O)C1,-38.89
864,NC(=O)c1ccc(OC(F)F)cn1,-25.57
865,O=c1[nH]c(CO)nc2cc(C(F)(F)F)ccc12,-37.08
866,OCC(c1cccc(F)c1)N1CCNCC1,-39.67
867,CC1(c2cccc(F)c2)CC1N,-35.44
868,OC1(C(F)(F)F)CCNC1,-19.14
869,Cn1cc(C(C)(C)O)nn1,-27.66
870,Cc1cc(N2CCC=C(F)C2)ncn1,-35.42
871,Cc1oc(CO)cc1C(=O)O,-10.46
872,O=C(Nc1ccccc1)C1CCCNC1,-33.9
873,Cc1nc(C(F)(F)F)c(CO)s1,-25.04
874,NCc1ccc(CO)c(F)c1,-26.88
875,OC1CCCN(Cc2ccc(F)cc2)C1,-45.37
876,NCC1(O)CCc2cc(F)ccc21,-30.47
877,Cc1ccc(C(=O)O)c(C(C)C)n1,-27.34
878,O=C1CCC(CO)CCN1,-17.65
879,O=C(O)c1occ2c1CCC2,-13.52
880,O=C(O)c1occ2c1CCOC2,-8.91
881,Cn1cc2cn[nH]c(=O)c2n1,-27.37
882,COC1(CC(=O)O)CCC1,-7.11
883,O=C1COC(C2CC2)CN1,-23.76
884,Cn1nccc1C1CC(N)CCO1,-33.76
885,O=C(O)Cc1[nH]nc2c1CCCC2,-20.71
886,NCCN1CCc2c(Cl)cccc2C1,-40.21
887,Oc1ccnc2c(F)cccc12,-28.3
888,NCc1noc(-c2cccc(F)c2)n1,-36.05
889,CCn1nccc1N1CCCC(N)C1=O,-39.5
890,CNCC1CCc2nccn2C1,-30.76
891,CCn1cc(C2CNCCO2)cn1,-35.69
892,Cc1nc(CN2C[C@@H](F)C[C@H]2CN)cs1,-36.19
893,Cn1nccc1CN1C[C@@H](F)C[C@H]1CN,-34.72
894,Cn1ccnc1CN1C[C@@H](F)C[C@H]1CN,-35.69
895,Nc1nccc2c1CNCC2,-21.69
896,CC(O)c1noc(-c2ccccc2)n1,-35.92
897,Cc1ncccc1C(C)O,-31.71
898,CC(O)c1ccc(C(F)(F)F)cn1,-28.17
899,Cn1ncc(N)c1C(F)(F)F,-19.72
900,CC(C)N[C@@H]1CCCC[C@H]1O,-30.3
901,Cc1onc(OC(F)F)c1N,-21.57
902,NC(=O)C1(N2CCCC2)CCOCC1,-25.08
903,O=C1CN(C2CC2)CCCN1,-27.77
904,CC(C)c1[nH]ccc1C(=O)O,-7.04
905,NCC1CCCCN1C1CC1,-32.43
906,OCc1csc2nccn12,-25.09
907,CC1(C(=O)O)CCC(=O)NC1,-13.61
908,Cc1ccc2c(c1)CC(=O)N2C,-20.03
909,CCOC1CC(C(=O)O)C1,-18.89
910,CC1(C)CC(CC(=O)O)C1,6.56
911,Cc1nc2c([nH]1)CCC(O)C2,-30.15
912,CN1C(=O)CCc2ccc(F)cc21,-29.68
913,CC(C)(O)c1ncccn1,-26.28
914,O=C(O)CN1CCN(C2CC2)C1=O,-23.56
915,c1cnc2c(c1)CNCCC2,-27.9
916,NCc1ccc(F)c(CO)c1,-28.31
917,c1cc2n(c1)CCNC21CCOCC1,-34.09
918,CC1CNc2ccccc2S1=O,-32.04
919,CC(C)c1cc(C(=O)O)no1,-6.05
920,COc1cccc2c(N)c(C)cnc12,-31.6
921,CC1OCCCN(Cc2ccccc2)C1=O,-37.56
922,COC1(CO)CCOCC1,-13.85
923,NS(=O)(=O)c1cnc2ccc(F)cc2c1,-30.37
924,NC(=O)C1CNCCN1C1CC1,-24.23
925,CNC(=O)C1CC=CCC1,-27.06
926,CC(N)c1cc2cc(F)ccc2o1,-17.55
927,O=S(=O)(C1COC1)N1CCC=C(F)C1,-28.52
928,NCC1CN(Cc2ccccc2)CCCO1,-42.19
929,FC(F)CC1COCCN1,-25.7
930,O=C1NCCCc2[nH]ncc21,-23.85
931,c1nc(C2CCNCC2)n2c1CCCC2,-36.34
932,OCc1cc(F)cc(N2CCOCC2)c1,-40.24
933,Cn1ccnc1C1CCCNC1,-28.44
934,CC(C)c1nn(C)cc1C#N,-24.63
935,O=C(O)c1cnn(C2CC2)c1,-8.99
936,Cn1cc(C(=O)O)c2c(c1=O)CCCC2,-25.23
937,NCc1noc(-c2ccc(Cl)cc2F)n1,-35.36
938,COc1ccc(OC)c2c1CNCC2O,-34.0
939,CNCc1nc2ccccc2c(=O)[nH]1,-32.88
940,CCNCC1COc2ccccc2O1,-39.67
941,CCOc1ccc(C(C)N)cc1,-35.28
942,Cn1ncc(N)c1C(F)F,-18.43
943,CC(C)c1nc2c([nH]1)CCC(C(=O)O)C2,-29.95
944,OCC1CN(c2ccccc2)CCO1,-39.36
945,CCc1nc(C)c(CO)o1,-24.35
946,Nc1ccc(CCO)nc1,-28.97
947,Cc1nc2c(F)cccc2[nH]1,-24.29
948,Cn1nnc2c1CCC(N)C2,-26.15
949,c1nc(C2CCCNC2)n2c1CCCC2,-41.13
950,NCc1noc(C(F)(F)F)n1,-23.38
951,Cn1ncc2c1CC(C(=O)O)CC2,-21.69
952,Fc1cccc2c1OCCNC2,-27.84
953,Cc1ccnc2[nH]c(=O)[nH]c12,-22.18
954,O=C(O)C1Cc2ccc(F)cc21,-18.46
955,NCc1ccncc1C(F)(F)F,-19.52
956,O=C(O)Cc1ccc(F)cn1,-12.26
957,OC1CNC(c2ccccc2C(F)(F)F)C1,-40.45
958,Cc1cnc(-c2cnn(C)c2N)o1,-28.37
959,Cc1oc(C#N)cc1C(=O)O,-8.9
960,O=C(O)C1(c2ccccc2)CC(F)(F)C1,-22.34
961,Cn1cc2c(n1)CCCC2C(=O)O,-20.57
962,OCC1CCCC(F)(F)C1,-27.98
963,c1cn(CC2CCCCN2)nn1,-30.94
964,O=C(O)c1ccoc1C1CC1,-10.73
965,N#Cc1ccc(NCCO)cc1,-25.65
966,CNc1ncnc2ccsc12,-23.59
967,COc1ccc(S(C)(=O)=O)cc1,-29.16
968,N[C@H]1C[C@H](c2cc(F)cc(F)c2)C1,-12.16
969,CCn1ncc(N)c1C(F)(F)F,-17.43
970,OCCN1CCCCCC1,-33.18
971,OCCN1CCCC(O)C1,-37.3
972,CC1CCN(CCO)CC1,-35.49
973,NC(=O)N1CCN(Cc2ccccc2)CC1,-42.04
974,CC1CCCN(C(N)=O)C1,-26.73
975,NC(=O)N1CCN(c2ccccc2F)CC1,-35.2
976,CNC(=O)c1ccc2[nH]nnc2c1,-28.72
977,NCc1nccn1C(F)F,-22.31
978,NC1CCCC12CCOCC2,-35.54
979,Cc1cc(C(O)c2cccnc2)nn1C,-40.65
980,Cc1cc(C(O)c2cc(C)n(C)n2)cs1,-38.01
981,Cc1cc(C(O)C2CC2)nn1C,-33.76
982,NCCC1C(=O)Nc2ccc(F)cc21,-25.49
983,OC1CNC(c2cccc(F)c2)C1,-37.97
984,Cn1nccc1C1=CC2CCC(C1)N2,-42.62
985,CC(CN)c1nc2ccccc2n1C(F)F,-27.26
986,O=C(O)c1cc(C2CC2)on1,-10.32
987,NCC#Cc1cccc(F)c1,-33.72
988,CC1(C)NC(=O)CCC1N,-19.71
989,NC(=O)N1CCOc2cccc(F)c2C1,-31.33
990,O=C(O)c1occc1C1CC1,-16.01
991,FC(F)(F)c1cnn(C2CCNCC2)c1,-27.07
992,COc1cc(N2CCNCC2)ccc1F,-37.31
993,O[C@H]1C[C@@H](N2CCCC2)C1,-33.84
994,O=S(=O)(c1ccccc1F)C1CNC1,-24.21
995,COc1ccc2nc(C#N)ccc2c1,-31.39
996,Nc1ccc(C(F)(F)F)[nH]c1=O,-26.27
997,c1cc(C2CCCCN2)n[nH]1,-31.93
998,O=C(O)c1ocnc1C1CC1,-12.41
999,CN1CCC2OCCNC2C1,-33.96
1000,CC1(C)CNCC(COc2ccccc2)O1,-45.78
