mol_id,canonical_smiles,mmgbsa_kcal_mol
1001,Cn1cc(C(F)(F)F)nc1C1CCCNC1,-34.55
1002,OCC1CNCCC1C(F)(F)F,-19.72
1003,CC(N)c1nccn1-c1ccccc1,-36.69
1004,OCCc1nnc(-c2ccccc2)o1,-37.32
1005,O=C1CC(C(F)(F)F)C2(CCOCC2)CN1,-33.2
1006,CC1CNC(=O)CN(C2CC2)C1,-36.72
1007,N[C@H]1CC[C@H](NCc2cccnc2)CC1,-32.38
1008,NCc1nccc(C(F)F)n1,-22.42
1009,O=C(O)c1cc[nH]c1C1CCC1,-19.88
1010,CC(C)n1ncc(Cl)c1C(=O)O,-16.29
1011,Cc1cn(CC(=O)O)nc1C(F)(F)F,-17.38
1012,O[C@H]1C[C@@H](c2ccccc2F)C1,-29.66
1013,Cc1nn(C)c(C)c1C(=O)O,-27.27
1014,COc1ccc(C#N)cn1,-21.71
1015,c1cnc2c(c1)NCCC2,-30.64
1016,O=C1NC(C2CCCO2)C12CCC2,-33.84
1017,NC(C1CCCO1)C1(CO)CCC1,-29.02
1018,Nc1cnn(-c2ccccc2)c1C(F)(F)F,-27.22
1019,N#Cc1ccc(CNC2CC2)c(F)c1,-37.48
1020,Cc1nc(C(C)C)oc1CO,-26.02
1021,NC(=O)NC1COc2ccc(F)cc2C1,-34.11
1022,CC(O)CN1Cc2ccccc2C1=O,-36.35
1023,N#Cc1ccc(N2CC(C(F)(F)F)C2)nc1,-30.61
1024,CC1(C)CNC1c1cccnc1,-33.9
1025,Cn1cc(CO)c(C(F)F)n1,-21.07
1026,NC(=O)Cc1ncc(C(F)(F)F)cc1Cl,-31.99
1027,O=C(O)C1CCC(C(F)(F)F)N1,-16.39
1028,Cc1c(C(=O)O)cnn1C,-10.62
1029,NC(=O)C1(c2ccncc2)CCCCC1,-38.54
1030,NC1CC(=O)N(c2ccccc2F)C1,-31.84
1031,NCC1OCCc2sc(F)cc21,-23.45
1032,CCNc1ccc(C#N)cn1,-27.77
1033,CC1CC(O)c2nccn21,-29.88
1034,NCCc1nnc2n1CCCCC2,-29.62
1035,c1ccc2[nH]c(C3CCCNC3)nc2c1,-34.03
1036,Cn1ccc(C(=O)O)c1C1CCC1,-32.62
1037,Cc1cc(C(=O)O)[nH]c(=O)c1,-11.13
1038,C1CCc2nnc(C3CCCNC3)n2CC1,-39.85
1039,C[C@H](N)c1ccc(-n2cccn2)c(F)c1,-39.04
1040,O=S1(=O)CC(CO)c2ccccc21,-31.2
1041,OCC1CCCCC1(F)F,-18.41
1042,CC(C)C1CNCCCO1,-20.02
1043,CC1C(O)CCCN1Cc1ccccc1,-45.75
1044,NC1CCCc2c(F)cccc21,-32.24
1045,Cn1c(C(=O)O)c2n(c1=O)CCCC2,-32.15
1046,NCC1CCCCC1(F)F,-16.66
1047,CCn1nc(C)c(CO)n1,-30.75
1048,CCn1nnc(C)c1CO,-30.31
1049,O=C1CC(CO)(c2ccccc2)CN1,-36.81
1050,NCC1(CF)CCOCC1,-25.94
1051,O=C1CC(CO)(c2ccccn2)CN1,-35.94
1052,Nc1ncn(-c2ccc(F)cc2)n1,-28.82
1053,Cc1cc(F)c(CC(=O)O)cc1F,-16.4
1054,CC1(CO)CCC(=O)NC1,-35.78
1055,O=C1CCC(CO)(c2ccccc2)CN1,-35.09
1056,CN(C)c1ccc(N)cn1,-27.81
1057,OCc1nc2ccccc2n1C(F)F,-22.71
1058,NC1CCN(C2CC2)CC1,-32.87
1059,Cc1nc(C(F)(F)F)n[nH]1,-19.23
1060,NCCc1ccc(F)cn1,-20.93
1061,Cc1cccc2c1C(O)C(=O)N2,-28.38
1062,Cn1ccc([C@@H]2C[C@H]2C(=O)O)c1,-18.39
1063,Nc1nccn1Cc1ccccc1F,-35.93
1064,NCc1ccc(-n2ccnc2)cc1,-31.69
1065,CNC(=O)c1ccc(-n2cncn2)cc1,-37.68
1066,Cn1ccnc1C1CC(N)CCO1,-27.76
1067,NC(=O)c1ccc2c(n1)NCCC2,-27.26
1068,Cc1nocc1CN1CCCC(C)(F)C1,-39.17
1069,Cn1c(=O)n(CC(=O)O)c2ccccc21,-22.27
1070,CC1(F)CCCN(Cc2cnns2)C1,-35.84
1071,FC(F)(F)C1CCNCC12CCOCC2,-22.62
1072,CNCc1ccc(OC)c(F)c1,-34.32
1073,COc1ccccc1CN1CCNCC1,-35.17
1074,O=C1CCC(C(F)(F)F)CN1,-18.53
1075,O=C(CO)N1CCCCCC1,-19.57
1076,CC1CCCN(C(=O)CO)C1,-21.43
1077,Cc1cccc(-c2nnc(CO)o2)c1,-36.87
1078,O=c1cc(CO)nc2sccn12,-26.77
1079,CC(N)c1ccc2c(c1)NC(=O)CO2,-36.13
1080,O=C(NCc1cccs1)C1CCNCC1,-30.45
1081,O=C(c1ccc(F)cc1)N1CCNCC1,-32.79
1082,COc1ccccc1C(=O)N1CCNCC1,-30.21
1083,O=C(CCc1ccccc1)N1CCNCC1,-40.25
1084,O=C(Cc1ccc(F)cc1)N1CCNCC1,-29.58
1085,O=C(Cc1ccccc1F)N1CCNCC1,-38.56
1086,O=C(c1ccc(F)cc1Cl)N1CCNCC1,-33.39
1087,O=C(c1ccncc1)N1CCCNCC1,-33.14
1088,O=C(c1ccccc1F)N1CCCNCC1,-35.48
1089,O=C(C1CCCC1)N1CCCNCC1,-32.28
1090,O=C(c1cccc(F)c1)N1CCCNCC1,-35.24
1091,c1csc(N2CCCNCC2)n1,-31.26
1092,NCCN1CCc2ccccc2C1,-39.82
1093,Cc1ccccc1-c1cc(N)n(CCO)n1,-36.41
1094,Cn1ncc2c1CCCNC2=O,-19.3
1095,CN1CC[C@H](CN)[C@H]1c1cccnc1,-27.42
1096,O=C(O)Cc1cccc(C2CC2)c1,-25.87
1097,CC(N)c1noc(C(F)(F)F)n1,-25.62
1098,CCn1cc([C@@H]2OCC[C@H]2CN)cn1,-34.87
1099,Cc1nn(C)c(C)c1[C@@H]1OCC[C@H]1CN,-14.25
1100,N[C@@H]1CCC(=O)N[C@H]1c1ccccc1,-31.28
1101,O[C@]12CCCC[C@H]1CNCC2,-27.05
1102,O[C@@H]1CCC[C@H]1N1CCNCC1,-34.81
1103,CN1CCN(C(N)=O)C(c2ccccc2)C1,-36.34
1104,c1ccc(CN2CCO[C@H]3CNC[C@H]32)cc1,-37.12
1105,CN1CCO[C@H]2CNC[C@H]21,-23.5
1106,CN1C(=O)C[C@H](CN)[C@H]1c1ccccc1,-26.29
1107,OC[C@H]1CNCC[C@H]1c1ccccc1,-35.28
1108,C[C@@H]1NC(=O)CO[C@H]1c1ccccc1,-29.79
1109,Cn1ccnc1C1CCNC1,-27.35
1110,c1nc(C2CCNCC2)cs1,-29.56
1111,CC(N)c1nc(C(F)(F)F)no1,-24.05
1112,NCc1nccc(C(F)(F)F)n1,-24.69
1113,O=C(O)[C@H]1COCC[C@H]1c1ccccc1,-11.82
1114,c1nc2c([nH]1)C1(CCC1)NCC2,-24.42
1115,O=C1CNCCN1C1CC1,-26.17
1116,O=c1[nH]nc2c(c1C(F)(F)F)CCC2,-27.12
1117,Cc1cc(C(F)(F)F)c(=O)[nH]n1,-20.18
1118,O=C(CC1CCNCC1)NC1CCCC1,-28.81
1119,COc1ccc(F)cc1C(=O)O,-23.51
1120,Cc1cc(-c2nnn[nH]2)ccc1F,-12.5
1121,NCC(O)C1CCCCC1,-31.61
1122,O=C(NCC1CCCCN1)c1ccccc1,-43.6
1123,CNC1CCCCNC1=O,-24.26
1124,N#Cc1cc2c([nH]c1=O)CCOC2,-25.17
1125,CN1CCC(O)(Cc2ccccc2Cl)CC1,-41.35
1126,O=C1NCCCN2CCCC12,-26.64
1127,O=C1NCCOc2ccccc21,-24.08
1128,O=C(O)CC1CCC(=O)N1,-16.17
1129,CNCc1nnc2ccccn12,-23.55
1130,OC(c1ccccc1)C1CCNCC1,-36.01
1131,N#Cc1cnn2c(C(F)(F)F)ccnc12,-25.31
1132,O=C(O)Cc1cnn(-c2ccccc2)c1,-25.65
1133,OCc1cnn2c1CCC2,-27.67
1134,NCc1nc(C(F)F)no1,-22.72
1135,NCc1ccc(C(=O)N2CCOCC2)cc1,-32.54
1136,CNc1nc2ccccc2o1,-21.06
1137,N#CCc1nc2ccccc2n1C(F)F,-26.78
1138,O=C(O)c1ccc(C(F)(F)F)cn1,-9.32
1139,Cc1cc2n(n1)C(C(F)(F)F)CCN2,-26.7
1140,Oc1ncccc1C(F)(F)F,-16.58
1141,O=C(O)c1cc2cc(F)ccc2[nH]1,-18.32
1142,Cc1ccc2[nH]c(C(=O)O)cc2c1,-17.09
1143,O=C(Nc1ccc(F)cc1)N1CCNCC1,-39.64
1144,N#Cc1ccc(Cn2cncn2)cc1,-35.63
1145,Cc1occc1-c1nnc(N)o1,-27.4
1146,CNCc1nccn1C(F)F,-23.31
1147,CN1CCN(C2CCCC2O)CC1,-38.69
1148,NC1=NCc2ccccc21,-27.34
1149,CC(C)(O)c1nc2ccccc2[nH]1,-30.31
1150,O=C(C1CC1)N1CCCNCC1,-30.07
1151,CC(NC1CC1)c1cccnc1,-35.14
1152,C1CC(CNC2CC2)CO1,-32.2
1153,CNC(C)c1ccc(OC)cc1,-36.6
1154,NCc1cccc(Cn2ccnc2)c1,-35.7
1155,NCc1ccc(CN2CCC(O)CC2)cc1,-41.53
1156,NCc1ccccc1CN1CCC(O)CC1,-40.3
1157,CC(C)c1cc(C(=O)O)n[nH]1,-13.1
1158,Nc1ccnn1Cc1ccc(F)cc1,-30.99
1159,Nc1ccnn1CC1CCOC1,-26.23
1160,Cc1cccc(C(CN)N2CCOCC2)c1,-32.69
1161,O=C1Nc2ccccc2CCC1O,-38.74
1162,N#Cc1ccc(F)c(Cn2ccnc2)c1,-37.43
1163,CC1=Nc2ccccc2C12CCNCC2,-34.01
1164,COCCN1CCNC[C@H]1C,-28.25
1165,CC1(C)OCC2CC21C(=O)O,-13.8
1166,CC[C@@H]1CC[C@H](C)NC1=O,-21.56
1167,CC(C)c1noc([C@]23CCC[C@H]2CNC3)n1,-29.81
1168,Cn1nccc1C1COCCN1,-28.49
1169,CC[C@H]1CC[C@H](C)NC1=O,-29.0
1170,COc1ccc(N)c(C(F)(F)F)n1,-25.16
1171,c1c[nH]c(C2CCOC2)n1,-30.22
1172,O=C(O)C12OCCCC1C2(F)F,-14.48
1173,Nc1nnc(Cc2ccccc2)s1,-36.58
1174,OC1CCNC12CCCCC2,-35.35
1175,O=C(O)C1(C2CCCC2)CCNC1=O,-21.75
1176,O=C(NCc1cccnc1)C1CCCN1,-39.46
1177,O=C(C1CCC1)N1CCCc2ncccc21,-40.68
1178,O=c1[nH]nc(C2CC2)cc1C(F)(F)F,-27.97
1179,Cc1ncc2c(n1)CCC(N)C2,-30.31
1180,O=C(O)c1cccnc1C(F)(F)F,-14.46
1181,NCCc1cc(C(F)(F)F)ccn1,-22.63
1182,O=c1[nH]ccc2c1NCCC2,-28.86
1183,Cc1cc(C(F)F)oc1C(=O)O,-4.54
1184,CCOc1ccc(N)nc1C,-27.57
1185,OC[C@@H]1Cc2ccccc2CO1,-32.59
1186,CC1(C)CC(=O)NCCN1,-19.68
1187,Cc1c([C@@H]2OCC[C@H]2N)cnn1C,-28.98
1188,CCC1(N2CCOCC2)CCNCC1,-16.28
1189,O=C(O)c1cc(C2CC2)[nH]c1C1CC1,-26.02
1190,C[C@@H]1C[C@H](C)n2ncnc2N1,-28.24
1191,Cn1ccc(-c2nc(C#N)cs2)n1,-30.44
1192,CNCc1cnn(-c2ccccc2)c1,-35.16
1193,Cc1nc(CN)c2ccccn12,-24.8
1194,CN(C)c1cc(CN)ccn1,-28.48
1195,CC(CN)N1CCOCC1,-27.01
1196,CC1CCCCN1CCN,-35.79
1197,NCCOc1ccc2c(c1)CCC(=O)N2,-36.55
1198,CC(N)CN1CCOCC1,-22.24
1199,CC(N)CN1CCCCC1,-35.77
1200,NC(CN1CCCC1=O)c1ccccc1,-34.41
1201,NC(Cn1cccn1)c1ccccc1,-31.94
1202,NC(Cn1cncn1)c1ccccc1,-36.73
1203,Cc1ccc(C(N)Cn2ccnc2)c(C)c1,-40.8
1204,Cc1csc(N2CCCNCC2)n1,-33.77
1205,O=C(O)CN1C(=O)CCc2ccccc21,-22.55
1206,NC[C@@H]1CCO[C@H]1c1ccc(F)cc1,-26.76
1207,NCCc1nccn1C(F)F,-22.49
1208,NS(=O)(=O)c1ccc2c(c1)CCCC(=O)N2,-35.66
1209,Cc1n[nH]c(N)c1-c1ccc(F)cc1,-32.51
1210,CCn1nc(C)c(N)c1C,-23.93
1211,CC1Cc2cc(CO)ccc2O1,-35.88
1212,O=C(O)c1ccc(Cn2cc(Cl)cn2)o1,-25.24
1213,CCn1ccc(C(=O)O)n1,-0.87
1214,Cc1c(Cl)c(C(=O)O)nn1C,-6.33
1215,CCn1cc(C(=O)O)c(C)n1,-5.35
1216,Cn1cc(Cl)c(C(=O)O)n1,-13.11
1217,CCn1ncc(Cl)c1C(=O)O,-17.77
1218,Cc1nn(C)cc1C(=O)O,-8.4
1219,CCn1nc(C)c(CN)c1C,-25.16
1220,CCn1nccc1C(=O)O,-5.9
1221,Cc1nn(C)c(C)c1CN,-23.69
1222,Cc1ncc(CC(=O)O)s1,-15.85
1223,Oc1nccc(C(F)(F)F)n1,-16.89
1224,CNCc1ccc(OC)cc1,-32.35
1225,NCc1ccc(N2CCNC2=O)cc1,-32.67
1226,Cc1cccc(NC(=O)Cn2cncn2)c1,-31.54
1227,CC(N)c1ccc(NC(=O)C2CC2)cc1,-37.35
1228,O=C(NC1CCNCC1)C1CCC1,-32.17
1229,Cc1ccccc1C(=O)NC1CCNCC1,-45.51
1230,Cc1occc1C(=O)NC1CCNCC1,-36.24
1231,O=C(NC1CCNCC1)c1ccc(F)cc1,-37.08
1232,OCCc1c[nH]nc1C(F)(F)F,-28.11
1233,COc1ccccc1C1CCCN1,-39.01
1234,c1coc(C2CCCN2)c1,-31.51
1235,CN(C)c1ccc(C#N)cn1,-29.45
1236,CNC(C)c1ccccc1OC,-29.71
1237,c1ccc(C2=NCCN2)cc1,-32.8
1238,NCC(c1ccccc1F)N1CCOCC1,-31.45
1239,O=C(NC1CCCNC1)c1ccccc1,-41.02
1240,O=S(=O)(NC1CCCNC1)c1ccccc1,-33.96
1241,NCC(c1ccccc1)N1CCOCC1,-33.51
1242,NC1CCN(Cc2ccccc2F)CC1,-37.02
1243,O=C(c1c(F)cccc1Cl)N1CCNCC1,-30.88
1244,O=C1CCc2ccc(F)cc2N1,-28.25
1245,O=C(Cc1ccccc1)N1CCNCC1,-37.79
1246,O=C(Cc1ccccc1)NC1CCNCC1,-37.27
1247,Nc1nnc(-c2c(F)cccc2Cl)o1,-31.47
1248,CC(C)Cc1nnc(N)o1,-15.96
1249,Nc1nnc(CC2CCCC2)o1,-21.21
1250,Nc1nnc(Cc2ccc(F)cc2)o1,-29.78
1251,Nc1nnc(Cc2ccccc2F)o1,-32.24
1252,Nc1nnc(Cc2cccc(F)c2)o1,-30.62
1253,O=C(Nc1nccs1)C1CCCNC1,-29.83
1254,CNc1ccccc1S(C)(=O)=O,-28.05
1255,Cc1nn(C)c(C)c1CC(N)=O,-31.58
1256,NC(=O)Cc1csc(-c2ccco2)n1,-32.35
1257,CC(=O)N1c2ccccc2CCC1C,-33.12
1258,FC(F)(F)c1cnc(C2CCNCC2)[nH]1,-30.86
1259,NCc1cc(F)cc(F)c1,-23.43
1260,O=C1NCCCC1C(F)(F)F,-17.73
1261,O=C1CCCc2cc(C(=O)O)ccc2N1,-32.0
1262,CN1CCC[C@@H](CN)[C@@H]1c1cnn(C)c1,-28.49
1263,CN(C)c1cc(C#N)ccn1,-25.35
1264,N#Cc1ccc(F)c(CN2CCCC2=O)c1,-34.48
1265,N#Cc1cccc(CN2CCCC2=O)c1,-30.01
1266,N#Cc1ccc(Cn2cncn2)c(F)c1,-27.6
1267,Cc1nccn1Cc1cccc(C#N)c1,-31.32
1268,COCc1ccccc1C#N,-31.96
1269,COCc1cccc(C#N)c1,-31.47
1270,NCC(O)c1ccc(Cl)cc1,-33.74
1271,NC1CCN(C2CCCCC2)CC1,-38.19
1272,CN1CCC(C(=O)O)CC1=O,-28.18
1273,Cn1ccc(C(=O)O)cc1=O,-16.74
1274,Fc1ccc(C2CNCCO2)cc1,-28.73
1275,NC(=O)C1CCc2ccccc2N1,-33.4
1276,O=S(=O)(Nc1ccccc1)C1CCCNC1,-32.91
1277,Cc1cc(C2CCCN2)no1,-30.49
1278,O=S(=O)(NC1CC1)c1ccc(F)cc1Cl,-26.73
1279,NCC1CC(=O)Nc2ccccc21,-30.34
1280,CC(C)NC1CCOCC1,-28.99
1281,CC(N)c1cccc(N2CCNC2=O)c1,-40.19
1282,c1cc(CC2CCNCC2)[nH]n1,-34.12
1283,OCCNc1ccc2ccccc2n1,-32.52
1284,CN1CCN(C(=O)C2CCCO2)CC1,-37.68
1285,Cc1cc2nccc(C(F)(F)F)n2n1,-23.61
1286,O=C(O)C1CCC(C(F)(F)F)CC1,-8.92
1287,NC(=O)c1cccc2c1CCCN2,-31.86
1288,Cc1cc2n(n1)CC(C(F)(F)F)CN2,-27.71
1289,C1CCC(CN2CCOCC2)NC1,-36.88
1290,NCc1cnn(Cc2ccccc2)c1,-32.58
1291,CC1NCCn2c(C(=O)NC3CC3)ccc21,-40.52
1292,O=C1CCC(C(=O)O)CN1,-9.66
1293,CN(C)c1ncc(CN)n1C,-25.91
1294,C1CCC(COC2CCNCC2)OC1,-34.25
1295,C1COC(COC2CCNCC2)C1,-37.35
1296,COCCn1cc(N)cn1,-25.84
1297,Cc1cccc(NC(=O)C2CCNCC2)n1,-24.47
1298,CNC(=O)c1ccccc1,-27.76
1299,Cn1cc(-c2cccc(CN)c2)cn1,-36.88
1300,N#Cc1ccc(C(=O)NC2CC2)cc1,-30.08
1301,NS(=O)(=O)c1cccc(C(=O)NC2CC2)c1,-32.57
1302,NCc1cccc(-n2ccnc2)c1,-26.65
1303,Cc1cn2c(n1)CNCC2,-26.43
1304,CC(N)c1ccc(-n2ccnc2)cc1,-37.38
1305,CC(N)c1ccc2[nH]c(=O)[nH]c2c1,-29.66
1306,CCN1CCCCC1CN,-27.44
1307,NCC1CCCN(Cc2cccnc2)C1,-34.62
1308,O=C1CCc2cc(F)ccc2N1,-30.92
1309,NCC(O)c1ccccc1F,-30.51
1310,Nc1nc(C(F)(F)F)cs1,-18.9
1311,Nc1ccc(N2CCCCC2)cn1,-37.56
1312,COCCn1nc(C)c(N)c1C,-34.31
1313,OCCOC1CCNCC1,-9.22
1314,CC(N)c1cc(F)ccc1N1CCOCC1,-33.94
1315,CC(N)c1ccc(N2CCOCC2)cc1,-38.63
1316,CC(N)c1ccccc1N1CCOCC1,-33.16
1317,COc1ccc(F)cc1C(C)N,-32.46
1318,COc1cccc(F)c1C(C)N,-33.36
1319,Nc1nnc(-c2c(F)cccc2Cl)s1,-36.37
1320,O=S(=O)(NC1CC1)c1cccnc1,-29.36
1321,CC(C)Nc1cccnc1,-30.5
1322,COc1ccccc1NC1CCN(C)CC1,-38.25
1323,CCC(N)c1ccc(F)cc1F,-29.11
1324,CC(C)c1nccn1CC(=O)O,-15.48
1325,O=C1Nc2ccc(F)cc2C1O,-28.9
1326,CC(C)Oc1cccc(CO)c1,-33.74
1327,CNc1ccc(S(C)(=O)=O)cc1,-28.27
1328,OCCNc1ccc(F)c(F)c1,-28.12
1329,NCc1ccccc1-n1ccnc1,-30.17
1330,COc1ccccc1-c1cc(N)on1,-34.95
1331,Nc1cc(-c2cccc(F)c2)no1,-33.3
1332,Nc1cc(-c2ccccc2F)no1,-33.92
1333,CCc1[nH]ncc1C(=O)O,-14.21
1334,CC(C)c1[nH]ncc1C(=O)O,-8.79
1335,CS(=O)(=O)c1ccc(C(N)=O)cc1,-25.73
1336,CS(=O)(=O)c1cccc(C(N)=O)c1,-25.88
1337,NC(=O)C1COc2ccccc2O1,-29.71
1338,NC(=O)Cc1ccc(Cl)cc1,-28.75
1339,NC(=O)C1CC(=O)N(Cc2ccccc2)C1,-36.95
1340,NC(=O)Cc1cccc(C(F)(F)F)c1,-28.4
1341,NC(=O)c1ccc(OC(F)F)cc1,-27.86
1342,NC(=O)CC1CCCCC1,-11.79
1343,CCNc1ccc2[nH]c(=O)[nH]c2c1,-29.95
1344,Cc1nn(C2CCCCC2)c(C)c1N,-31.51
1345,O=c1c2sccc2ncn1CCO,-31.91
1346,Cn1ncc2c1CCCC2N,-27.74
1347,Cn1cc(C(=O)NCC2CCNCC2)cn1,-37.98
1348,Cn1nc(C2CC2)cc1N,-22.5
1349,Fc1ccc(-c2cc[nH]n2)cc1,-34.18
1350,CN(C)Cc1cccc(CO)c1,-39.22
1351,OCc1cnc(-c2ccccc2)s1,-40.52
1352,Cc1c(C(C)N)cnn1C,-28.16
1353,NCC(O)c1ccc(Cl)cc1Cl,-33.56
1354,CC1CCc2onc(C(=O)O)c2C1,-26.61
1355,NCC1(c2cccc(F)c2)CCOCC1,-32.18
1356,CP(C)(=O)c1ccc2c(c1)NCCC2,-37.08
1357,O=C(O)C(c1ccccc1)N1CCCC1,-34.6
1358,c1nc(CN2CCNCC2)cs1,-29.2
1359,Cn1cc(CN2CCNCC2)cn1,-35.44
1360,O=C(O)CC1CCOc2ccccc21,-29.84
1361,COc1ccc(CN)cc1F,-27.75
1362,Cn1cc(C(=O)O)ccc1=O,-9.55
1363,CNc1ncccc1C(N)=O,-25.15
1364,Fc1ccccc1CNc1ccncc1,-34.85
1365,c1cc(NCC2CCCO2)ccn1,-34.11
1366,CN(C)c1ccncc1N,-22.76
1367,Cc1nccn1-c1ccncc1N,-27.01
1368,NC(=O)N1CCC[C@H]1C(=O)O,-10.34
1369,CCOc1ccc([C@@H](C)O)cc1,-35.64
1370,CC(C)Cc1cc(N)[nH]n1,-25.39
1371,CC(C)Cc1cc(N)on1,-25.37
1372,Nc1cc(CC2CCCC2)no1,-32.78
1373,Nc1cc(C2CCCC2)no1,-29.19
1374,Nc1cc(CCc2ccco2)no1,-35.74
1375,O=c1n(CCO)nc2ccccn12,-37.56
1376,Cc1nc(-c2ccc(CC(=O)O)cc2)cs1,-26.81
1377,Cc1cc(N)n(-c2ccccc2F)n1,-34.02
1378,O=C(O)Cc1ccccc1C(F)(F)F,-17.49
1379,O=C(O)Cc1ccc(F)c(Cl)c1,-21.8
1380,O=C1NCc2ccccc21,-28.03
1381,NCc1ccc(-n2ccnc2)c(F)c1,-29.14
1382,Nc1nnc(C(F)F)s1,-21.41
1383,CN(C)Cc1nc(CO)cs1,-34.45
1384,NC1CCN(Cc2cccs2)CC1,-36.74
1385,NC(=O)c1ccc2ncccc2c1,-31.1
1386,COc1cc(F)c(C(C)N)cc1OC,-36.35
1387,Cc1ccc(C(O)CN)o1,-30.81
1388,O=C(O)c1cc(Cl)cc2cccnc12,-23.6
1389,OC[C@H]1CC[C@@H](C(F)(F)F)N1,-22.67
1390,Cc1cnn(Cc2ccccc2F)c1N,-37.46
1391,Cc1ccc(-c2cc(C(=O)O)on2)cc1,-24.87
1392,CC(C)n1c(N)nc2ccccc21,-26.47
1393,O=C(O)c1cc(-c2ccc(F)cc2)[nH]n1,-19.24
1394,NC(=O)CC1CCCCN1,-25.97
1395,NC[C@H]1CCC2(CCOCC2)[C@H]1O,-24.61
1396,C[C@H]1C[C@@H](C(=O)O)CC(=O)N1,-27.71
1397,O=C(O)C1CCN(C(=O)NC2CC2)CC1,-18.73
1398,COCCc1cc(N)on1,-25.89
1399,Nc1cc(C(F)(F)F)no1,-14.41
1400,Cn1ccnc1C(N)C1CC1,-26.73
1401,CCC(N)c1c(C)nn(C)c1C,-29.24
1402,Cn1cc(-c2csc(N)n2)cn1,-29.83
1403,Cc1ccc(-c2nn(C)cc2C(=O)O)o1,-28.8
1404,Cn1cc(C(=O)O)c(-c2ccco2)n1,-22.95
1405,COc1cc2c(cc1OC)CC(=O)NCC2,-34.66
1406,CC(C)c1ncc(N)cn1,-27.38
1407,CC(C)Cc1ncc(N)cn1,-23.8
1408,Nc1cnc(C2CC2)nc1,-24.25
1409,CC(C)Cc1nc(C(=O)O)cs1,-26.52
1410,CCc1nc(CC(=O)O)cs1,-21.52
1411,C1CNCC(c2nnc3n2CCC3)C1,-33.2
1412,Cc1n[nH]c(C(C)C)c1C(=O)O,-18.34
1413,Cc1ncccc1OC1CCNC1,-27.22
1414,O=C(O)c1cc(C(F)(F)F)c[nH]c1=O,-19.55
1415,OC(c1ccc(F)cc1)C1CCNCC1,-35.85
1416,OC(c1ccc(Cl)cc1)C1CCNCC1,-39.54
1417,NC(CO)c1ccccc1,-31.07
1418,Cc1ccc(C(CN)N2CCOCC2)s1,-29.61
1419,NCCOc1cccc(F)c1,-27.31
1420,CC[C@H]1C[C@@H](C(=O)O)CC(=O)N1,-29.31
1421,Nc1cnc(Cc2ccc(F)cc2)nc1,-34.42
1422,Cc1nc(C(C)C)sc1C(=O)O,-21.59
1423,Cn1cc(CC(=O)O)cn1,-8.76
1424,NC1CCCS(=O)(=O)c2ccccc21,-28.95
1425,CCc1nc(C)c(C(=O)O)s1,-15.4
1426,CC1(c2ccc(F)cc2)CC(=O)NC1=O,-37.43
1427,CC1CCC2(CC1)CC(=O)NC2=O,-26.7
1428,OCc1ccc2c(c1)CCC2,-28.5
1429,CCc1ncc(C(=O)O)s1,-2.67
1430,Cc1c(C(F)(F)F)nn(C)c1N,-23.13
1431,Cn1nc(-c2ccc(F)cc2F)cc1N,-32.11
1432,Cc1ccccc1-c1cc(N)n(C)n1,-34.75
1433,Cn1nc(-c2cc(F)cc(F)c2)cc1N,-38.76
1434,Cc1ccc2c(C(=O)O)c[nH]c2c1,-15.88
1435,O=C(O)c1c[nH]c2cc(Cl)ccc12,-15.69
1436,CS(=O)(=O)c1ccccn1,-22.73
1437,CNCc1scnc1C,-23.62
1438,Cc1ccc(S(N)(=O)=O)c(F)c1,-26.32
1439,NS(=O)(=O)c1ccccc1OC(F)F,-25.39
1440,O=C(O)CN1C(=O)CCCc2ccccc21,-19.56
1441,Cc1n[nH]c(C2CCCCC2)n1,-35.66
1442,O=C(O)c1ccc2cc[nH]c2c1,-11.08
1443,NC(=O)c1c[nH]nc1-c1ccccc1,-32.94
1444,Fc1ccc(C2CNCCO2)cc1Cl,-37.77
1445,FC(F)(F)c1cccc(C2CNCCO2)c1,-37.05
1446,Fc1cccc(C2CNCCO2)c1,-33.11
1447,FC(F)(F)c1ccccc1C1CNCCO1,-33.21
1448,FC(F)Oc1cccc(C2CNCCO2)c1,-33.99
1449,FC(F)Oc1ccc(C2CNCCO2)cc1,-38.75
1450,FC(F)(F)c1ccc(C2CNCCO2)cc1,-32.19
1451,Cc1cc(CO)c2ccccc2n1,-35.58
1452,NS(=O)(=O)c1cccc2ncccc12,-29.17
1453,CC1(C)COC(c2cccc(F)c2)CN1,-35.46
1454,CN1C(=O)CC(C)(C(=O)O)c2ccccc21,-26.78
1455,NC1CCc2nccn2C1,-27.36
1456,Cc1cn2c(n1)CCC(N)C2,-25.09
1457,O=C(O)c1cnoc1C1CC1,-13.31
1458,CCc1oncc1C(=O)O,-11.96
1459,CNC1CCCc2c1cnn2C,-32.67
1460,c1cc(C2CCCCCN2)ccn1,-39.43
1461,c1ccc(-n2ncc3c2CCNC3)cc1,-39.71
1462,CC(N)C1CCN(C)CC1,-20.99
1463,OCc1cc(F)ccc1-n1cncn1,-32.84
1464,Cc1nccn1-c1ccc(F)cc1CN,-35.81
1465,COCCN1CCC(N)C1,-30.26
1466,NC(=O)c1cccc2[nH]ccc12,-21.39
1467,COC1CCN(CCN)CC1,-32.77
1468,COC1CCN(C2CCCCC2N)CC1,-39.36
